date,listeners,monthly_listeners,monthly_active_listeners,super_listeners,streams,playlist_adds,saves,followers
2026-01-06,431,7557,3762,65,521,36,9,3237
2026-01-07,393,7500,3756,65,524,102,8,3238
2026-01-08,389,7471,3753,66,541,58,50,3247
2026-01-09,437,7491,3767,67,603,38,28,3251
2026-01-10,386,7503,3743,70,535,50,13,3257
2026-01-11,367,7546,3755,75,587,55,26,3261
2026-01-12,372,7546,3740,73,585,15,17,3263
2026-01-13,629,7663,3712,73,837,62,22,3265
2026-01-14,592,7729,3695,73,726,93,35,3269
2026-01-15,458,7752,3678,73,702,62,190,3274
2026-01-16,579,7891,3694,77,812,65,73,3276
2026-01-17,620,8037,3698,77,825,64,26,3281
2026-01-18,437,8094,3721,74,559,48,38,3285
2026-01-19,413,8093,3700,74,608,75,40,3287
2026-01-20,478,8156,3715,71,649,153,43,3292
2026-01-21,531,8217,3722,69,667,53,57,3295
2026-01-22,541,8351,3768,73,826,59,53,3298
2026-01-23,561,8404,3819,78,808,39,56,3303
2026-01-24,447,8379,3828,76,594,54,44,3309
2026-01-25,396,8387,3870,71,578,68,57,3316
2026-01-26,430,8367,3885,69,559,39,41,3318
2026-01-27,466,8324,3903,70,622,102,41,3324
2026-01-28,515,8337,3953,71,702,34,48,3330
2026-01-29,489,8433,3998,75,748,63,61,3337
2026-01-30,481,8428,4018,81,623,27,14,3340
2026-01-31,410,8346,4014,88,1213,40,22,3343
2026-02-01,386,8337,4041,87,1224,55,19,3347
2026-02-02,335,8291,4029,85,1157,85,18,3348
2026-02-03,371,8223,4007,87,1181,27,3,3348
2026-02-04,413,8173,3969,86,1163,29,14,3348
2026-02-05,398,8199,3973,87,1013,29,16,3348
2026-02-06,388,8171,3951,79,490,40,11,3348
2026-02-07,353,8145,3954,80,1096,20,8,3347
2026-02-08,275,8078,3933,80,1100,34,16,3346
2026-02-09,335,8049,3930,80,1104,121,10,3347
2026-02-10,382,7851,3927,78,743,67,26,3351
2026-02-11,395,7691,3909,80,454,54,20,3351
2026-02-12,436,7690,3918,76,532,51,22,3351
2026-02-13,398,7587,3917,73,1062,43,33,3353
2026-02-14,344,7381,3869,69,1186,48,11,3353
2026-02-15,327,7315,3843,67,450,44,19,3354
2026-02-16,345,7293,3842,66,418,80,6,3353
2026-02-17,385,7265,3827,66,1183,31,18,3353
2026-02-18,371,7169,3794,64,1197,34,9,3353
2026-02-19,353,7056,3755,62,1124,72,11,3355
2026-02-20,392,6982,3744,55,504,36,33,3356
2026-02-21,374,6966,3740,55,1019,62,37,3360
2026-02-22,354,6961,3699,49,983,45,17,3362
2026-02-23,567,7151,3699,47,1237,55,46,3363
2026-02-24,581,7254,3699,45,1279,54,43,3365
2026-02-25,547,7304,3687,46,1286,43,32,3372
2026-02-26,476,7342,3685,47,1194,56,37,3377
2026-02-27,488,7356,3690,49,1111,68,31,3380
2026-02-28,416,7341,3695,49,1160,66,40,3386
2026-03-01,370,7313,3681,45,1078,47,40,3386
2026-03-02,442,7377,3705,49,1171,61,21,3390
2026-03-03,430,7434,3733,50,1190,47,16,3391
2026-03-04,413,7470,3764,52,1166,60,32,3392
2026-03-05,414,7462,3759,57,1168,39,31,3395
2026-03-06,424,7473,3776,56,1002,63,38,3398
2026-03-07,349,7455,3777,54,990,31,11,3398
2026-03-08,291,7451,3774,54,839,87,9,3397
2026-03-09,353,7462,3760,56,828,31,5,3398
2026-03-10,397,7460,3763,55,889,41,19,3399
2026-03-11,412,7445,3753,56,890,38,14,3398
2026-03-12,358,7403,3744,55,557,96,7,3399
2026-03-13,391,7406,3748,54,444,53,13,3400
2026-03-14,344,7414,3737,55,415,49,10,3400
2026-03-15,261,7357,3719,55,348,51,9,3403
2026-03-16,293,7323,3698,54,574,35,11,3403
2026-03-17,316,7264,3685,52,725,49,18,3403
2026-03-18,359,7239,3682,55,675,55,24,3406
2026-03-19,393,7233,3690,62,1017,52,57,3413
2026-03-20,420,7220,3701,63,1034,39,33,3417
2026-03-21,362,7220,3728,65,908,64,25,3421
2026-03-22,300,7184,3751,66,840,59,25,3424
2026-03-23,400,7065,3780,66,620,46,31,3426
2026-03-24,494,7061,3902,66,1092,63,59,3427
2026-03-25,409,6964,3895,68,916,64,10,3426
2026-03-26,361,6887,3893,64,859,47,4,3426
2026-03-27,359,6820,3868,61,797,48,8,3426
2026-03-28,355,6785,3867,58,849,41,11,3426
2026-03-29,272,6740,3878,57,737,44,8,3426
2026-03-30,321,6657,3854,60,825,33,23,3429
2026-03-31,392,6656,3870,56,855,68,22,3430
2026-04-01,396,6682,3885,53,926,55,23,3429
2026-04-02,373,6673,3898,57,896,46,23,3432
2026-04-03,397,6685,3896,58,943,67,33,3434
2026-04-04,400,6737,3897,56,950,102,22,3437
2026-04-05,276,6724,3884,53,516,56,13,3441
2026-04-06,358,6747,3882,55,969,40,14,3445
2026-04-07,436,6788,3889,56,951,45,21,3449
2026-04-08,435,6828,3904,56,959,46,22,3454
2026-04-09,425,6850,3881,55,857,47,13,3456
2026-04-10,437,6878,3893,57,954,72,18,3458
2026-04-11,330,6860,3897,60,815,61,19,3461
2026-04-12,297,6896,3901,61,767,40,16,3464
2026-04-13,352,6928,3905,60,738,58,9,3464
2026-04-14,409,6984,3904,59,919,50,9,3467
2026-04-15,396,7003,3899,58,912,47,17,3470
2026-04-16,396,6995,3877,54,707,59,10,3472
2026-04-17,380,6991,3875,51,905,62,17,3476
2026-04-18,395,7005,3877,52,998,66,17,3479
2026-04-19,295,7002,3846,47,917,58,14,3481
2026-04-20,452,7057,3812,49,1056,82,22,3484
2026-04-21,438,6968,3663,46,1088,56,52,3488
2026-04-22,468,7006,3648,48,1098,43,23,3492
2026-04-23,457,7068,3647,48,767,49,20,3494
2026-04-24,439,7131,3688,48,977,72,13,3495
2026-04-25,354,7109,3658,48,850,52,20,3499
2026-04-26,327,7138,3656,49,853,58,16,3503
2026-04-27,366,7159,3658,49,868,52,21,3503
2026-04-28,419,7141,3620,53,928,67,17,3505
2026-04-29,396,7128,3594,56,967,49,19,3510
2026-04-30,348,7114,3585,55,891,83,23,3513
2026-05-01,385,7073,3582,56,916,48,41,3516
2026-05-02,320,7021,3586,54,831,64,23,3518
2026-05-03,259,7016,3611,55,318,82,16,3519
2026-05-04,354,7022,3642,54,883,93,31,3524
2026-05-05,383,6989,3642,57,917,35,15,3525
2026-05-06,363,6933,3638,58,878,39,9,3524
